"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.94159667344763e-23,0.866571458677069,0.636,0.306,2.07601278640595e-18,"8","ATF4"
8.0225801891591e-23,0.702434031518627,0.302,0.093,2.09718268724808e-18,"8","FBL"
1.10663441653184e-22,0.608146826746961,0.351,0.118,2.89285302825587e-18,"8","YARS"
1.23600084699436e-22,1.08874955311786,0.306,0.098,3.23102981412795e-18,"8","SLC25A5"
1.5209112984835e-22,0.865054621740421,0.314,0.102,3.97581422536573e-18,"8","ILF2"
1.66223770942018e-22,0.524516268294536,0.256,0.073,4.3452555961953e-18,"8","TARS"
1.9897907294384e-22,0.794494280423415,0.355,0.121,5.20151194582493e-18,"8","EIF5B"
2.07317133127928e-22,0.749170901903296,0.777,0.447,5.41947717709717e-18,"8","RPS5"
2.36473668187054e-22,0.776895891517662,0.256,0.073,6.18165816007778e-18,"8","HERC2"
2.6431250664801e-22,0.653760621979173,0.269,0.079,6.90939323628563e-18,"8","GADD45GIP1"
3.62026666719553e-22,0.77986605203957,0.298,0.094,9.46373909471583e-18,"8","CBWD6"
6.86967064868509e-22,0.818702969102721,0.331,0.111,1.79580060427277e-17,"8","NHP2L1"
8.67328132158169e-22,0.788788352620573,0.289,0.09,2.26728247027467e-17,"8","DDX39A"
9.19557178880435e-22,0.894707511133562,0.269,0.081,2.40381442131135e-17,"8","ATP5J"
9.46300380379669e-22,0.692173643149235,0.298,0.094,2.47372382435049e-17,"8","MAN2A1"
1.02360264964696e-21,0.824679551407045,0.264,0.079,2.67579968644211e-17,"8","PSMB2"
1.06654158125877e-21,0.636257929177652,0.442,0.169,2.78804634756855e-17,"8","SEC62"
1.32867335583274e-21,0.47175367669954,0.322,0.105,3.47328501948236e-17,"8","NOP58"
1.57568860690609e-21,0.44319761975085,0.393,0.141,4.11900758731322e-17,"8","UBR5"
1.6853945771692e-21,0.570647148910357,0.273,0.083,4.40578996417801e-17,"8","EMC7"
1.80713694625326e-21,0.817252100653606,0.326,0.111,4.72403669120066e-17,"8","CYC1"
2.16963128643061e-21,0.660807186128734,0.343,0.118,5.67163314585826e-17,"8","HSPA4"
2.59141185033055e-21,0.828267359348068,0.529,0.23,6.7742097179491e-17,"8","SPTBN1"
4.72119444683775e-21,0.668425156777872,0.281,0.087,1.23416744034786e-16,"8","NDUFV1"
7.3552964132863e-21,0.804669090616918,0.471,0.195,1.92274803539717e-16,"8","ANP32B"
7.71281424653356e-21,0.760481622711497,0.269,0.083,2.01620677218634e-16,"8","AKR1A1"
7.91777585492759e-21,4.28971894403876,0.256,0.09,2.06978578623662e-16,"8","IGHG2"
8.496937797258e-21,0.516747893119512,0.351,0.122,2.22118450958121e-16,"8","PSMD8"
1.58609761516333e-20,0.886494698607657,0.302,0.101,4.14621777579845e-16,"8","TXN"
1.7788207992319e-20,0.598415814251104,0.335,0.115,4.65001545127211e-16,"8","SUZ12"
1.86086567438634e-20,0.583960131118459,0.525,0.22,4.86448895941333e-16,"8","RPL36AL"
2.04446954835306e-20,1.08420861282505,0.31,0.106,5.34444784634973e-16,"8","USP1"
3.98097277654838e-20,1.07089650946751,0.252,0.078,1.04066609351751e-15,"8","MTHFD2"
4.327583753368e-20,0.472363125093532,0.351,0.123,1.13127366896793e-15,"8","ZBTB38"
4.78907423297914e-20,0.73247658510888,0.43,0.173,1.25191189524308e-15,"8","EEF1B2"
4.84043829297053e-20,0.717683130471673,0.331,0.115,1.26533897416543e-15,"8","HINT1"
6.13785899033492e-20,0.860024864870955,0.273,0.087,1.60449771866345e-15,"8","MESDC2"
7.31989062050149e-20,0.771727376770976,0.781,0.458,1.91349260710529e-15,"8","GNAS"
7.58198039369373e-20,0.778189540489881,0.814,0.576,1.98200549471548e-15,"8","MT-CYB"
7.74193521807847e-20,0.55196253292509,0.455,0.182,2.02381928535789e-15,"8","MT-ATP8"
8.71081590681063e-20,0.70552687149796,0.409,0.159,2.27709438619937e-15,"8","COX7A2"
9.36712074083901e-20,0.788749264954122,0.355,0.131,2.44865903286273e-15,"8","PTPN1"
1.37829075342608e-19,0.543247059576409,0.26,0.081,3.60298985853111e-15,"8","NDUFS5"
1.70271042685529e-19,0.612134243585504,0.401,0.154,4.45105532684241e-15,"8","MT-ND4L"
1.90503112898335e-19,0.655870009587867,0.434,0.176,4.97994187427538e-15,"8","SYNCRIP"
1.9205636315146e-19,0.664785522771819,0.446,0.182,5.02054538914232e-15,"8","EDF1"
2.49638233269736e-19,0.788952667668784,0.372,0.142,6.52579305590418e-15,"8","ATP2A2"
2.67097377051606e-19,0.589389809893581,0.496,0.212,6.98219253350603e-15,"8","SERP1"
3.06256154749473e-19,0.534657245644036,0.351,0.128,8.00584214130598e-15,"8","CCT3"
3.28645530280233e-19,0.475847589960585,0.269,0.086,8.59112280705558e-15,"8","APOL1"
3.43868844412801e-19,0.349751487409094,0.533,0.224,8.98907546179503e-15,"8","OGT"
